MMSI,ShipName,latitude,longitude,timestamp,speed,timestamp_rounded
5,5,43.57868833333334,10.306011666666668,2023-10-27 17:27:52.053344722,0.1,2023-10-27 17:30:00
5,5,43.57867,10.305956666666669,2023-10-27 18:24:44.163530012,0.1,2023-10-27 18:30:00
5,5,43.57870666666667,10.305946666666667,2023-10-27 21:09:51.756432173,0.1,2023-10-27 21:15:00
5,5,43.57872666666666,10.305945,2023-10-27 21:51:50.267323924,0.1,2023-10-27 21:45:00
5,5,43.57867,10.305965,2023-10-27 22:45:53.336231662,0.1,2023-10-27 22:45:00
5,5,43.57868666666666,10.305956666666669,2023-10-28 00:48:42.238171905,0.1,2023-10-28 00:45:00
5,5,43.578653333333335,10.30596,2023-10-28 01:57:54.056572986,0.1,2023-10-28 02:00:00
5,5,43.57868,10.305951666666664,2023-10-28 02:48:42.266540166,0.1,2023-10-28 02:45:00
5,5,43.57871166666666,10.305995,2023-10-28 03:45:54.508255367,0.1,2023-10-28 03:45:00
5,5,43.57869,10.305971666666666,2023-10-28 04:33:53.243594283,0.1,2023-10-28 04:30:00
5,5,43.578698333333335,10.305973333333332,2023-10-28 06:12:42.814774959,0.1,2023-10-28 06:15:00
5,5,43.57869166666667,10.305976666666668,2023-10-28 07:36:44.141579372,0.1,2023-10-28 07:30:00
5,5,43.57866166666667,10.305983333333334,2023-10-28 07:57:51.333285331,0.1,2023-10-28 08:00:00
5,5,43.57871166666666,10.305961666666668,2023-10-28 08:21:52.376300716,0.1,2023-10-28 08:15:00
5,5,43.572291666666665,10.306215,2023-10-28 09:00:58.282116440,3.8,2023-10-28 09:00:00
5,5,43.53149,10.24865,2023-10-28 09:43:06.391340583,8.5,2023-10-28 09:45:00
5,5,43.52123,10.228295,2023-10-28 09:50:53.014956451,8.8,2023-10-28 09:45:00
5,5,43.44213666666667,10.123851666666669,2023-10-28 10:33:17.814870892,9.9,2023-10-28 10:30:00
6,6,43.50451333333333,10.236913333333332,2023-10-18 02:58:49.186652901,10.8,2023-10-18 03:00:00
6,6,43.498915,10.267708333333331,2023-10-18 03:35:38.685649269,0.8,2023-10-18 03:30:00
6,6,43.51100333333333,10.266278333333334,2023-10-18 04:08:50.158968029,2.6,2023-10-18 04:15:00
6,6,43.52860333333333,10.263298333333331,2023-10-18 04:29:20.806741134,5.4,2023-10-18 04:30:00
6,6,43.573276666666665,10.314906666666667,2023-10-18 05:14:29.689473006,2.6,2023-10-18 05:15:00
6,6,43.579121666666666,10.317643333333333,2023-10-18 05:25:10.900099479,1.8,2023-10-18 05:30:00
6,6,43.58399333333333,10.31883,2023-10-18 18:08:21.812225528,0.1,2023-10-18 18:15:00
6,6,43.58402,10.318801666666667,2023-10-18 19:11:20.727995019,0.1,2023-10-18 19:15:00
6,6,43.58400833333334,10.3188,2023-10-19 04:17:20.337258371,0.1,2023-10-19 04:15:00
7,7,43.49646666666667,10.22091,2023-10-04 13:14:49.241473811,8.4,2023-10-04 13:15:00
7,7,43.50438333333333,10.233538333333334,2023-10-04 13:21:28.846179383,5.3,2023-10-04 13:15:00
7,7,43.541165,10.289653333333332,2023-10-04 14:07:38.432821870,6.3,2023-10-04 14:15:00
7,7,43.560993333333336,10.296423333333331,2023-10-04 14:29:58.473268040,1.8,2023-10-04 14:30:00
7,7,43.57004166666666,10.310578333333332,2023-10-09 06:49:34.269409487,5.1,2023-10-09 06:45:00
7,7,43.49741166666667,10.238826666666666,2023-10-09 07:44:24.573570180,4.7,2023-10-09 07:45:00
